NO_REGIAO;TP_DIMENSAO;TP_CATEGORIA_ADMINISTRATIVA;QT_VG_TOTAL;QT_VG_NOVA;QT_ING;QT_CONC;QT_INSCRITO_TOTAL
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;7;0;0
Nordeste;2;4;0;0;4;1;0
Nordeste;2;4;0;0;11;0;0
Nordeste;2;4;0;0;19;0;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;1;1;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;7;0;0
Nordeste;2;5;0;0;1;0;0
Nordeste;2;5;0;0;2;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;4;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;0;1;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;1;0
Nordeste;2;4;0;0;0;1;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;5;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;9;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;3;1;0
Nordeste;2;4;0;0;5;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;10;0;0
Nordeste;2;4;0;0;9;2;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;1;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;1;1;65;60;58;1;361
Nordeste;1;1;31;30;28;0;151
Nordeste;1;4;209;200;27;9;89
Nordeste;2;4;0;0;6;0;0
Nordeste;2;4;0;0;9;2;0
Nordeste;2;4;0;0;2;1;0
Nordeste;2;4;0;0;16;4;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;7;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;4;1;0
Nordeste;2;5;0;0;1;0;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;5;0;0
Nordeste;2;4;0;0;24;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;2;1;0
Nordeste;2;4;0;0;5;0;0
Nordeste;2;4;0;0;0;1;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;2;2;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;14;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;4;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;19;0;0
Nordeste;2;4;0;0;26;6;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;10;0;0
Nordeste;2;5;0;0;0;0;0
Nordeste;2;5;0;0;1;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;1;0
Nordeste;2;4;0;0;4;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;2;1;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;1;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;0;1;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;1;0
Nordeste;2;4;0;0;3;1;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;0;1;0
Nordeste;2;4;0;0;0;1;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;5;1;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;4;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;1;0
Nordeste;2;4;0;0;1;1;0
Nordeste;2;4;0;0;4;5;0
Nordeste;2;4;0;0;26;7;0
Nordeste;2;4;0;0;4;0;0
Nordeste;2;5;0;0;0;0;0
Nordeste;2;5;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;0;1;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;5;0;0
Nordeste;2;4;0;0;10;2;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;0;1;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;4;0
Nordeste;2;4;0;0;5;0;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;5;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;6;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;15;1;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;2;0
Nordeste;2;4;0;0;0;1;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;6;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;2;1;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;2;1;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;1;1;0
Nordeste;2;5;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;4;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;5;0;0;1;0;0
Nordeste;2;4;0;0;17;4;0
Nordeste;2;4;0;0;54;3;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;4;0;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;5;2;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;1;1;0
Nordeste;2;5;0;0;4;0;0
Nordeste;2;5;0;0;2;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;5;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;7;0;0
Nordeste;2;4;0;0;8;6;0
Nordeste;2;4;0;0;7;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;9;0;0
Nordeste;2;4;0;0;11;1;0
Nordeste;2;4;0;0;36;0;0
Nordeste;2;4;0;0;6;0;0
Nordeste;2;4;0;0;40;0;0
Nordeste;2;4;0;0;0;1;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;36;4;0
Nordeste;2;4;0;0;0;6;0
Nordeste;2;4;0;0;40;0;0
Nordeste;2;5;0;0;4;3;0
Nordeste;2;5;0;0;2;0;0
Nordeste;2;4;0;0;0;1;0
Nordeste;2;4;0;0;5;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;1;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;1;0;0;116;0;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;10;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;4;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;7;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;15;0;0
Nordeste;2;4;0;0;4;0;0
Nordeste;2;4;0;0;7;1;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;9;0;0
Nordeste;2;5;0;0;3;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;5;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;6;0;0
Nordeste;2;4;0;0;13;2;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;3;1;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;5;0;0
Nordeste;2;4;0;0;5;1;0
Nordeste;2;4;0;0;1;1;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;5;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;10;0;0
Nordeste;2;4;0;0;0;1;0
Nordeste;2;4;0;0;3;1;0
Nordeste;2;4;0;0;9;0;0
Nordeste;2;5;0;0;2;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;1;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;5;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;8;0;0
Nordeste;2;4;0;0;15;1;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;3;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;4;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;5;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;2;1;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;4;0;0
Nordeste;2;4;0;0;8;0;0
Nordeste;2;4;0;0;9;2;0
Nordeste;2;4;0;0;11;0;0
Nordeste;2;5;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;1;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;4;0;0
Nordeste;2;4;0;0;0;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;2;0;0
Nordeste;2;4;0;0;1;0;0
Nordeste;2;4;0;0;0;1;0
Nordeste;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;5;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;1;0
Norte;2;4;0;0;3;1;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;6;0;0
Norte;2;4;0;0;0;2;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;1;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;5;1;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;6;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;3;0;0
Norte;2;4;0;0;1;0;0
Norte;2;5;0;0;0;1;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;5;0;0;0;0;0
Norte;1;2;0;0;0;0;0
Norte;2;4;0;0;12;3;0
Norte;2;4;0;0;26;3;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;7;1;0
Norte;2;4;0;0;4;0;0
Norte;2;4;0;0;8;0;0
Norte;2;4;0;0;4;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;3;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;7;0;0
Norte;2;5;0;0;1;0;0
Norte;2;4;0;0;0;1;0
Norte;2;4;0;0;2;1;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;1;0
Norte;2;4;0;0;3;1;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;3;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;3;0;0
Norte;2;4;0;0;10;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;9;0;0
Norte;2;4;0;0;4;0;0
Norte;2;4;0;0;22;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;1;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;1;0
Norte;2;4;0;0;15;0;0
Norte;2;5;0;0;4;0;0
Norte;2;5;0;0;1;0;0
Norte;2;5;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;1;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;2;2;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;3;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;3;0;0
Norte;2;4;0;0;5;0;0
Norte;2;4;0;0;0;1;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;3;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;0;1;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;8;3;0
Norte;2;4;0;0;16;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;3;0;0
Norte;2;4;0;0;8;2;0
Norte;2;4;0;0;0;2;0
Norte;2;4;0;0;3;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;2;0;0
Norte;2;5;0;0;2;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;5;0;0
Norte;2;4;0;0;4;4;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;8;0;0
Norte;2;4;0;0;26;0;0
Norte;2;4;0;0;6;0;0
Norte;2;4;0;0;13;0;0
Norte;2;4;0;0;3;4;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;13;0;0
Norte;2;5;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;5;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;1;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;5;0;0;0;1;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;4;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;3;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
